Accession	Title	Platform	Total bases	Create date	SRA URL	SRA filename	SRA nice filename	FastQ URL	FastQ Aspera URL	FastQ filename	FastQ nice filename
SRR1039515	GSM1275869: N052611_Alb_Dex; Homo sapiens; RNA-Seq	Illumina HiSeq 2000	33757	1388613600000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR103/SRR1039515/SRR1039515.sra	SRR1039515.sra	SRR1039515_GSM1275869_N052611_Alb_Dex_Homo_sapiens_RNA-Seq.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR103/005/SRR1039515/SRR1039515_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR103/005/SRR1039515/SRR1039515_1.fastq.gz	SRR1039515_1.fastq.gz	SRR1039515_GSM1275869_N052611_Alb_Dex_Homo_sapiens_RNA-Seq_1.fastq.gz
SRR1039515	GSM1275869: N052611_Alb_Dex; Homo sapiens; RNA-Seq	Illumina HiSeq 2000	33757	1388613600000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR103/SRR1039515/SRR1039515.sra	SRR1039515.sra	SRR1039515_GSM1275869_N052611_Alb_Dex_Homo_sapiens_RNA-Seq.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR103/005/SRR1039515/SRR1039515_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR103/005/SRR1039515/SRR1039515_2.fastq.gz	SRR1039515_2.fastq.gz	SRR1039515_GSM1275869_N052611_Alb_Dex_Homo_sapiens_RNA-Seq_2.fastq.gz
SRR1039522	GSM1275876: N061011_Alb; Homo sapiens; RNA-Seq	Illumina HiSeq 2000	35620	1388613600000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR103/SRR1039522/SRR1039522.sra	SRR1039522.sra	SRR1039522_GSM1275876_N061011_Alb_Homo_sapiens_RNA-Seq.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR103/002/SRR1039522/SRR1039522.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR103/002/SRR1039522/SRR1039522.fastq.gz	SRR1039522.fastq.gz	SRR1039522_GSM1275876_N061011_Alb_Homo_sapiens_RNA-Seq.fastq.gz
SRR1039522	GSM1275876: N061011_Alb; Homo sapiens; RNA-Seq	Illumina HiSeq 2000	35620	1388613600000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR103/SRR1039522/SRR1039522.sra	SRR1039522.sra	SRR1039522_GSM1275876_N061011_Alb_Homo_sapiens_RNA-Seq.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR103/002/SRR1039522/SRR1039522_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR103/002/SRR1039522/SRR1039522_1.fastq.gz	SRR1039522_1.fastq.gz	SRR1039522_GSM1275876_N061011_Alb_Homo_sapiens_RNA-Seq_1.fastq.gz
SRR1039522	GSM1275876: N061011_Alb; Homo sapiens; RNA-Seq	Illumina HiSeq 2000	35620	1388613600000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR103/SRR1039522/SRR1039522.sra	SRR1039522.sra	SRR1039522_GSM1275876_N061011_Alb_Homo_sapiens_RNA-Seq.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR103/002/SRR1039522/SRR1039522_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR103/002/SRR1039522/SRR1039522_2.fastq.gz	SRR1039522_2.fastq.gz	SRR1039522_GSM1275876_N061011_Alb_Homo_sapiens_RNA-Seq_2.fastq.gz
SRR1039521	GSM1275875: N061011_Dex; Homo sapiens; RNA-Seq	Illumina HiSeq 2000	40723	1388613600000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR103/SRR1039521/SRR1039521.sra	SRR1039521.sra	SRR1039521_GSM1275875_N061011_Dex_Homo_sapiens_RNA-Seq.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR103/001/SRR1039521/SRR1039521.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR103/001/SRR1039521/SRR1039521.fastq.gz	SRR1039521.fastq.gz	SRR1039521_GSM1275875_N061011_Dex_Homo_sapiens_RNA-Seq.fastq.gz
SRR1039521	GSM1275875: N061011_Dex; Homo sapiens; RNA-Seq	Illumina HiSeq 2000	40723	1388613600000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR103/SRR1039521/SRR1039521.sra	SRR1039521.sra	SRR1039521_GSM1275875_N061011_Dex_Homo_sapiens_RNA-Seq.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR103/001/SRR1039521/SRR1039521_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR103/001/SRR1039521/SRR1039521_1.fastq.gz	SRR1039521_1.fastq.gz	SRR1039521_GSM1275875_N061011_Dex_Homo_sapiens_RNA-Seq_1.fastq.gz
SRR1039521	GSM1275875: N061011_Dex; Homo sapiens; RNA-Seq	Illumina HiSeq 2000	40723	1388613600000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR103/SRR1039521/SRR1039521.sra	SRR1039521.sra	SRR1039521_GSM1275875_N061011_Dex_Homo_sapiens_RNA-Seq.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR103/001/SRR1039521/SRR1039521_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR103/001/SRR1039521/SRR1039521_2.fastq.gz	SRR1039521_2.fastq.gz	SRR1039521_GSM1275875_N061011_Dex_Homo_sapiens_RNA-Seq_2.fastq.gz
SRR1039514	GSM1275868: N052611_Alb; Homo sapiens; RNA-Seq	Illumina HiSeq 2000	50427	1388613600000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR103/SRR1039514/SRR1039514.sra	SRR1039514.sra	SRR1039514_GSM1275868_N052611_Alb_Homo_sapiens_RNA-Seq.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR103/004/SRR1039514/SRR1039514_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR103/004/SRR1039514/SRR1039514_1.fastq.gz	SRR1039514_1.fastq.gz	SRR1039514_GSM1275868_N052611_Alb_Homo_sapiens_RNA-Seq_1.fastq.gz
SRR1039514	GSM1275868: N052611_Alb; Homo sapiens; RNA-Seq	Illumina HiSeq 2000	50427	1388613600000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR103/SRR1039514/SRR1039514.sra	SRR1039514.sra	SRR1039514_GSM1275868_N052611_Alb_Homo_sapiens_RNA-Seq.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR103/004/SRR1039514/SRR1039514_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR103/004/SRR1039514/SRR1039514_2.fastq.gz	SRR1039514_2.fastq.gz	SRR1039514_GSM1275868_N052611_Alb_Homo_sapiens_RNA-Seq_2.fastq.gz
SRR1039510	GSM1275864: N61311_Alb; Homo sapiens; RNA-Seq	Illumina HiSeq 2000	28794	1388613600000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR103/SRR1039510/SRR1039510.sra	SRR1039510.sra	SRR1039510_GSM1275864_N61311_Alb_Homo_sapiens_RNA-Seq.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR103/000/SRR1039510/SRR1039510_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR103/000/SRR1039510/SRR1039510_1.fastq.gz	SRR1039510_1.fastq.gz	SRR1039510_GSM1275864_N61311_Alb_Homo_sapiens_RNA-Seq_1.fastq.gz
SRR1039510	GSM1275864: N61311_Alb; Homo sapiens; RNA-Seq	Illumina HiSeq 2000	28794	1388613600000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR103/SRR1039510/SRR1039510.sra	SRR1039510.sra	SRR1039510_GSM1275864_N61311_Alb_Homo_sapiens_RNA-Seq.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR103/000/SRR1039510/SRR1039510_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR103/000/SRR1039510/SRR1039510_2.fastq.gz	SRR1039510_2.fastq.gz	SRR1039510_GSM1275864_N61311_Alb_Homo_sapiens_RNA-Seq_2.fastq.gz
SRR1039517	GSM1275871: N080611_Dex; Homo sapiens; RNA-Seq	Illumina HiSeq 2000	43216	1388613600000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR103/SRR1039517/SRR1039517.sra	SRR1039517.sra	SRR1039517_GSM1275871_N080611_Dex_Homo_sapiens_RNA-Seq.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR103/007/SRR1039517/SRR1039517_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR103/007/SRR1039517/SRR1039517_1.fastq.gz	SRR1039517_1.fastq.gz	SRR1039517_GSM1275871_N080611_Dex_Homo_sapiens_RNA-Seq_1.fastq.gz
SRR1039517	GSM1275871: N080611_Dex; Homo sapiens; RNA-Seq	Illumina HiSeq 2000	43216	1388613600000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR103/SRR1039517/SRR1039517.sra	SRR1039517.sra	SRR1039517_GSM1275871_N080611_Dex_Homo_sapiens_RNA-Seq.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR103/007/SRR1039517/SRR1039517_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR103/007/SRR1039517/SRR1039517_2.fastq.gz	SRR1039517_2.fastq.gz	SRR1039517_GSM1275871_N080611_Dex_Homo_sapiens_RNA-Seq_2.fastq.gz
SRR1039508	GSM1275862: N61311_untreated; Homo sapiens; RNA-Seq	Illumina HiSeq 2000	28899	1388613600000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR103/SRR1039508/SRR1039508.sra	SRR1039508.sra	SRR1039508_GSM1275862_N61311_untreated_Homo_sapiens_RNA-Seq.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR103/008/SRR1039508/SRR1039508_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR103/008/SRR1039508/SRR1039508_1.fastq.gz	SRR1039508_1.fastq.gz	SRR1039508_GSM1275862_N61311_untreated_Homo_sapiens_RNA-Seq_1.fastq.gz
SRR1039508	GSM1275862: N61311_untreated; Homo sapiens; RNA-Seq	Illumina HiSeq 2000	28899	1388613600000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR103/SRR1039508/SRR1039508.sra	SRR1039508.sra	SRR1039508_GSM1275862_N61311_untreated_Homo_sapiens_RNA-Seq.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR103/008/SRR1039508/SRR1039508_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR103/008/SRR1039508/SRR1039508_2.fastq.gz	SRR1039508_2.fastq.gz	SRR1039508_GSM1275862_N61311_untreated_Homo_sapiens_RNA-Seq_2.fastq.gz
SRR1039518	GSM1275872: N080611_Alb; Homo sapiens; RNA-Seq	Illumina HiSeq 2000	38356	1388613600000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR103/SRR1039518/SRR1039518.sra	SRR1039518.sra	SRR1039518_GSM1275872_N080611_Alb_Homo_sapiens_RNA-Seq.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR103/008/SRR1039518/SRR1039518_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR103/008/SRR1039518/SRR1039518_1.fastq.gz	SRR1039518_1.fastq.gz	SRR1039518_GSM1275872_N080611_Alb_Homo_sapiens_RNA-Seq_1.fastq.gz
SRR1039518	GSM1275872: N080611_Alb; Homo sapiens; RNA-Seq	Illumina HiSeq 2000	38356	1388613600000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR103/SRR1039518/SRR1039518.sra	SRR1039518.sra	SRR1039518_GSM1275872_N080611_Alb_Homo_sapiens_RNA-Seq.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR103/008/SRR1039518/SRR1039518_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR103/008/SRR1039518/SRR1039518_2.fastq.gz	SRR1039518_2.fastq.gz	SRR1039518_GSM1275872_N080611_Alb_Homo_sapiens_RNA-Seq_2.fastq.gz
